id_processo,numero_processo,polo_ativo,polo_passivo,tipo_processo,area_juridica,valor_causa,custo_total,honorarios_advogado,provisao_risco,fase_atual,status_processo,data_abertura,data_ultima_movimentacao,data_encerramento,tempo_tramitacao_dias,decisao_final,responsavel,escritorio_responsavel,tribunal_responsavel,comarca,instancia,uf_processo,descricao_processo,movimentacoes
1956,26559-59.1995.6.96.2691,da Cruz S.A.,Siqueira,Falência,Direito do Trabalho,764432.16,57610.7,79515.55,0.0,Suspenso,Suspenso,2021-07-27,2022-11-17,,,,Bernardo Aparecida,Azevedo Advogados,TRT1,Belo Horizonte,TST,PR,Officia repellat fugiat.,"['2021-10-07: Dolorum culpa necessitatibus nihil rerum voluptatibus.', '2021-11-04: Ut laudantium dignissimos cupiditate eligendi quasi ratione earum at voluptate.', '2022-01-26: Perferendis aliquam maiores fuga eaque molestias assumenda soluta possimus expedita.', '2022-04-18: Voluptatibus deserunt quibusdam nam quia aliquam error.', '2022-06-23: Nemo ratione eos sequi architecto.', '2022-09-14: Eius eaque nihil ut dignissimos dolore.']"
1957,35813-40.2007.8.30.8645,Pinto S/A,Freitas da Paz S.A.,Inventário,Direito do Trabalho,744328.76,69494.23,167605.15,431755.47,Recurso de Apelação,Ativo,2022-04-27,2022-09-28,,,,André Teixeira,Casa Grande Advogados,TRF5,Recife,STJ,RR,Ipsum rerum maxime architecto cupiditate animi. Iure dolorem quae assumenda.,"['2022-06-12: Quibusdam vero voluptatibus possimus rerum tenetur aliquam expedita sed.', '2022-07-21: Aperiam molestias inventore officia harum adipisci accusantium.', '2022-09-28: Doloribus enim non incidunt laborum.']"
1958,68094-65.1996.3.93.2760,Luiz Fernando Azevedo,Danilo Caldeira,Ação Popular,Direito Tributário,452631.79,48975.39,84008.76,299007.92,Arquivado,Arquivado,2025-01-10,2025-06-04,2025-05-28,138.0,Prejudicado,Yago Leão,Casa Grande Advogados,TJRJ,Campinas,TST,PB,Molestias sunt tempora odit eaque repellendus. Consequuntur hic tenetur sunt minima.,"['2025-02-13: Amet qui dignissimos dolor provident.', '2025-03-31: Placeat quibusdam ullam ipsa harum labore inventore quos rerum.', '2025-06-01: Minima aliquam magni sed ex beatae.', '2025-06-04: Labore culpa velit aperiam voluptate temporibus qui.', '2025-06-04: Culpa quaerat voluptatibus quas dolor possimus.', '2025-06-04: Libero mollitia at rerum nesciunt laudantium assumenda expedita minima placeat.', '2025-06-04: Quibusdam suscipit aliquid voluptatem animi magnam id blanditiis inventore ex.', '2025-06-04: Ut dolorem dolorum eum incidunt eos veniam assumenda.', '2025-06-04: Saepe blanditiis expedita velit vel odit odio aut at cum.', '2025-06-04: Ipsa voluptatibus possimus dolore saepe tempore ipsa aut rerum.', '2025-06-04: Neque natus beatae magnam voluptate quia dignissimos facilis itaque quaerat.']"
1959,52029-96.2011.5.93.9208,Pinto S/A,Bruna Rodrigues,Execução,Direito Administrativo,486804.95,52306.07,69039.7,0.0,Execução,Ativo,2024-01-01,2025-06-04,,,,Ana Beatriz Alves,Martins Garcia Ltda. Advogados,TJSP,Vitória,TST,RJ,Minima ad ad. Autem deleniti cumque ex nemo rem culpa.,"['2024-03-09: Itaque dolorem maxime officia fugiat cum neque alias quis enim natus.', '2024-05-12: Voluptate neque nemo tempore iure libero quisquam sit libero.', '2024-07-22: Harum sapiente inventore illo perspiciatis.', '2024-10-18: Possimus totam illum doloribus voluptatibus doloremque eos modi repellendus.', '2024-11-28: Repudiandae tempora nemo fuga voluptatibus mollitia ipsa laboriosam.', '2025-02-25: Eius optio perferendis beatae laborum.', '2025-05-23: Voluptas id amet molestiae doloribus.', '2025-06-04: Temporibus blanditiis laudantium doloribus officia libero magnam ab fuga doloribus veniam.', '2025-06-04: Iure rerum totam fugit voluptatem voluptatem nesciunt commodi.', '2025-06-04: Voluptatem quam aliquam fugiat consectetur soluta corrupti dignissimos eius.', '2025-06-04: Architecto placeat harum beatae nihil fugit in voluptatem incidunt accusantium.', '2025-06-04: Repellendus ab provident fugiat occaecati ratione dignissimos porro.']"
1960,93659-91.1992.8.75.9504,Sra. Sabrina Guerra,Vargas,Recuperação Judicial,Direito Imobiliário,659249.25,73868.58,63884.65,0.0,Encerrado,Encerrado,2025-04-04,2025-06-04,2025-06-01,58.0,Procedente,Sra. Zoe Campos,Carvalho Advogados,TRF5,Goiânia,1ª Instância,PE,Officiis aliquid expedita optio blanditiis veritatis asperiores facilis.,"['2025-06-04: Perspiciatis voluptatem quas minima minus sit corporis numquam assumenda.', '2025-06-04: Laboriosam magnam velit fugit impedit eos molestias doloremque magnam tempore.', '2025-06-04: Nam fuga voluptas cum vitae fugiat facilis officia.', '2025-06-04: Distinctio omnis totam minus consequuntur provident nemo ad illo.', '2025-06-04: Impedit animi atque nulla aut nobis veniam doloremque.', '2025-06-04: Quasi nostrum ea sit.', '2025-06-04: Fugit sit facilis necessitatibus praesentium eveniet.', '2025-06-04: Illo cumque necessitatibus totam incidunt earum.', '2025-06-04: Dolor omnis nulla reiciendis ab voluptate dolore error nisi.', '2025-06-04: Fugiat eaque maiores earum tempore deleniti reprehenderit ipsa quod itaque.', '2025-06-04: Quam sit fugit a molestiae itaque.']"
1961,61807-61.2008.5.42.7736,Leão Gomes - EI,Siqueira,Recuperação Judicial,Direito Tributário,382573.35,43277.6,0.0,0.0,Suspenso,Suspenso,2023-02-02,2025-01-06,,,,Ana Beatriz Alves,Nunes Silva Ltda. Advogados,TJSP,Salvador,STJ,RO,Eos esse ab rem. Voluptas modi fuga reprehenderit.,"['2023-02-18: Pariatur natus deleniti vitae in reprehenderit distinctio libero totam.', '2023-04-21: Commodi necessitatibus ipsum eaque excepturi cupiditate fugit cumque aut optio.', '2023-07-18: Quam labore rerum assumenda necessitatibus labore facere enim consequuntur.', '2023-09-13: Ab quae necessitatibus fuga facilis voluptas eum.', '2023-10-31: Eius cumque odio labore magni.', '2024-01-15: Maiores rem error laboriosam veniam quas inventore.', '2024-03-06: Maiores voluptatem dolorum quod ratione incidunt doloremque provident harum.', '2024-04-13: Hic dicta quasi dolor quidem nemo.', '2024-04-28: Ratione similique deserunt quisquam voluptate libero accusantium.', '2024-05-16: Animi ullam unde est quia iste labore placeat.', '2024-06-16: Eveniet molestias dolores quod excepturi exercitationem aliquid.', '2024-09-07: Quos voluptatum aliquid iste dolore a.', '2024-12-03: Pariatur cupiditate dicta quisquam sapiente quia atque quibusdam.', '2025-01-06: Libero magnam minima iusto vel minima.']"
1962,39420-38.2004.8.13.5852,Jesus,Mendonça Câmara Ltda.,Ação Popular,Direito Empresarial,910432.15,67898.03,0.0,533544.23,Suspenso,Suspenso,2020-10-24,2025-03-15,,,,Mateus da Mota,Carvalho Advogados,TRT1,São Paulo,1ª Instância,ES,Molestias nam atque commodi eius.,"['2021-01-20: Necessitatibus ipsam facilis non sapiente veritatis repudiandae amet pariatur eos sint.', '2021-03-27: Cumque itaque voluptatem eaque impedit.', '2021-06-03: Recusandae esse eos laborum non perferendis minima assumenda.', '2021-07-28: Similique provident hic quo reiciendis praesentium deserunt temporibus quam temporibus.', '2021-10-13: Ipsum qui reiciendis ullam in quae eum dolorem praesentium.', '2021-11-25: Aspernatur dolores pariatur corporis blanditiis culpa.', '2022-02-15: Voluptate quis nam possimus quod adipisci expedita cupiditate beatae voluptas.', '2022-04-14: Eligendi aliquam dolorum corporis accusantium numquam.', '2022-05-28: Doloribus asperiores ab magni aliquam blanditiis nam ipsa.', '2022-08-10: Neque officia voluptatibus ipsam assumenda earum.', '2022-10-04: Animi quas quam placeat quibusdam aliquam porro atque.', '2022-11-01: Natus laboriosam amet voluptate.']"
1963,33042-19.1990.8.18.2406,Anthony Marques,Borges,Revisão Contratual,Direito Penal,914604.32,28370.05,52217.03,765730.1,Saneamento,Ativo,2021-10-15,2022-11-25,,,,Bruno da Conceição,Nascimento Siqueira S.A. Advogados,TJSC,Brasília,1ª Instância,CE,Nemo ad nulla expedita quaerat. Rerum labore molestiae minima distinctio.,"['2022-01-06: Perspiciatis quo voluptates quidem magni laudantium.', '2022-01-23: Inventore in dolore nihil dolor doloribus.', '2022-02-14: Sapiente facilis ex voluptates aliquam officiis adipisci enim.', '2022-04-19: Eligendi iusto temporibus quas quam esse.', '2022-07-11: Reprehenderit minima rerum dolor optio.', '2022-09-03: Voluptatem necessitatibus libero ipsum adipisci.', '2022-09-19: Voluptas repellat esse corporis consectetur esse eligendi provident maxime odio.', '2022-11-25: Aperiam mollitia vel quas ipsum dolorem.']"
1964,46406-18.2004.9.47.6351,Julia Montenegro,Vargas,Inventário,Direito Previdenciário,689136.08,77344.01,52090.06,0.0,Suspenso,Suspenso,2021-09-09,2025-01-05,,,,Bernardo Aparecida,Andrade Dias - ME Advogados,TRF5,Vitória,1ª Instância,AL,Molestias saepe blanditiis consectetur.,"['2021-10-22: Similique sed ut vero quo tempora dolorem earum.', '2021-11-11: Cupiditate suscipit quo at qui earum reiciendis dolorum voluptas ipsa.']"
1965,92320-49.1996.1.66.7078,Anthony Marques,João Guilherme Macedo,Falência,Direito do Consumidor,255388.84,31506.78,0.0,45682.77,Contestação,Ativo,2023-09-26,2025-03-01,,,,Sra. Isabelly Câmara,Azevedo Advogados,TRF3,Campinas,2ª Instância,PA,Eum consectetur tempore voluptatem excepturi reprehenderit dolores.,"['2023-11-03: Ad nihil beatae saepe dolorum ad.', '2023-12-09: At sint architecto sequi molestias animi voluptatem molestias eum facilis.', '2024-01-29: Est ad quo in ducimus quibusdam ducimus delectus odio aliquid.']"
1966,24770-28.2000.6.08.2276,Ana Luiza Gomes,Macedo,Cautelar,Direito Tributário,637909.68,18502.11,72044.86,0.0,Instrução Probatória,Ativo,2023-12-26,2024-10-09,,,,Amanda Novais,Rodrigues Duarte S/A Advogados,TRF3,Porto Alegre,TST,RJ,Nulla atque alias delectus aperiam commodi laboriosam. Odit minima recusandae adipisci facere.,"['2024-02-08: Distinctio corporis possimus dolores eius ut error cupiditate quos.', '2024-04-03: Dolore accusamus non sed culpa rem voluptate earum sunt.', '2024-04-22: Facere odit praesentium eveniet quo.', '2024-05-29: Aliquid aliquid enim exercitationem laborum dicta consectetur quam qui facere.', '2024-06-30: Quibusdam ullam aspernatur unde sint ex.', '2024-07-27: Esse incidunt quaerat nulla dolor corporis asperiores.', '2024-09-14: Aut laboriosam dolores provident soluta voluptates placeat.', '2024-10-09: Magnam placeat vel accusamus quae necessitatibus eveniet ex ex suscipit.']"
1967,61454-11.1993.2.77.6561,Borges S.A.,Jesus,Conhecimento,Direito do Trabalho,790657.69,97906.74,0.0,135235.32,Suspenso,Suspenso,2022-08-03,2024-04-23,,,,Brenda Alves,Nunes Silva Ltda. Advogados,TST,Fortaleza,STJ,RR,Necessitatibus modi tenetur laboriosam harum.,"['2022-09-28: Explicabo impedit odio atque quis aliquid nisi et dignissimos.', '2022-10-28: Aliquam aperiam eius nostrum veritatis optio temporibus.', '2022-12-20: Ex quam commodi quam veniam veniam est reiciendis.', '2023-01-19: Suscipit fugiat est molestias impedit architecto reprehenderit harum aliquid.', '2023-04-17: Quo est a maxime sint odio dicta magni perferendis.', '2023-06-30: Quam similique veritatis similique voluptate.', '2023-09-21: Omnis velit nam quidem illum culpa adipisci vitae tempora.', '2023-10-17: Suscipit excepturi ullam voluptates nostrum asperiores sapiente excepturi laborum qui.', '2024-01-02: Exercitationem aperiam illum ullam ipsa non.', '2024-03-09: Numquam quibusdam quaerat libero beatae commodi cupiditate.', '2024-04-23: Eum est distinctio dolorem id dolorem.']"
1968,12824-85.1996.2.14.6698,Bernardo Peixoto,Cirino,Recuperação Judicial,Direito do Trabalho,943616.31,9598.82,0.0,832705.59,Encerrado,Encerrado,2020-12-05,2023-02-20,2025-06-03,1641.0,Prejudicado,Luiz Henrique Ferreira,Casa Grande Advogados,TRF1,Rio de Janeiro,STJ,AP,Dolores totam quibusdam aspernatur libero quo voluptates. Deleniti perferendis cupiditate adipisci quia est.,"['2021-02-06: Numquam voluptas commodi aliquid eius perferendis nihil illum quae voluptas.', '2021-03-11: Molestiae molestias voluptatum expedita eum similique quae necessitatibus optio nam.', '2021-03-29: Sequi consequatur maiores quae aut veniam commodi.', '2021-04-16: Ab qui quis atque aut consectetur voluptates debitis.', '2021-07-10: Molestiae optio harum in optio ratione.', '2021-08-18: Eveniet delectus provident ipsum.', '2021-09-24: Repellat nostrum nesciunt autem nihil quaerat.', '2021-12-11: Quibusdam ut laboriosam laudantium excepturi.', '2022-01-19: Blanditiis architecto nisi officia unde laboriosam tempora ad.', '2022-03-30: Enim at voluptate ut cumque.', '2022-05-31: Excepturi officiis sequi unde quisquam ratione beatae.', '2022-07-03: Voluptatibus repellendus id dolorum quisquam dolorem vero illo quod.', '2022-09-28: Voluptatem eos excepturi fugiat tempora mollitia impedit ipsa provident tempore veniam.', '2022-11-08: Labore sequi nihil soluta debitis dolorum fuga iusto architecto.', '2023-01-20: Alias deserunt tenetur pariatur quos.', '2023-02-20: Accusamus voluptatem exercitationem deleniti autem aperiam praesentium natus.']"
1969,58922-81.1998.1.96.6167,da Mota,Cauã Carvalho,Mandado de Segurança,Direito do Consumidor,464452.99,57160.88,0.0,147159.79,Contestação,Ativo,2023-12-23,2024-08-13,,,,Heloísa Vargas,Martins Garcia Ltda. Advogados,STJ,Recife,1ª Instância,BA,Recusandae corporis provident dolore.,['2024-02-20: Eveniet animi neque optio earum nisi incidunt.']
1970,85566-57.1998.6.26.5064,Vargas,Marques Duarte Ltda.,Conhecimento,Direito Administrativo,667978.8,8208.38,149176.85,582001.57,Arquivado,Arquivado,2021-11-07,2022-12-23,2025-05-31,1301.0,Parcialmente Procedente,Brayan Pereira,Souza Novais - EI Advogados,STF,Vitória,1ª Instância,PB,Doloribus unde voluptatibus soluta in. Odit harum maiores vitae quam maiores voluptate qui.,"['2021-12-10: Occaecati soluta commodi tempore iusto doloremque quasi modi nobis doloremque.', '2022-03-04: Unde possimus facere perferendis suscipit enim unde.', '2022-05-02: Quis eaque in quia temporibus consectetur quam sit deserunt.', '2022-06-22: Molestiae sequi praesentium nulla omnis.', '2022-07-12: Quia similique temporibus distinctio.', '2022-08-30: Quidem ab eos saepe ratione laboriosam ipsa.', '2022-09-15: Libero omnis nobis neque nobis nulla tempore beatae quaerat tempora.', '2022-10-18: Culpa repellendus error laboriosam quam doloremque occaecati delectus.', '2022-12-23: Accusamus vitae atque officia similique laborum maxime.']"
1971,22101-54.2014.9.85.5189,Anthony Marques,Dr. Oliver Araújo,Execução,Direito do Trabalho,541155.14,44683.47,28992.04,197987.88,Encerrado,Encerrado,2022-07-21,2024-09-21,2025-05-20,1034.0,Recurso Improvido,Otávio Fernandes,Rezende Monteiro - ME Advogados,TRF4,Belo Horizonte,STJ,SP,Ex quae pariatur cum.,"['2022-10-04: Dolore doloribus repellendus voluptate deleniti accusamus numquam.', '2022-10-23: Reiciendis fuga alias debitis quia aut accusantium.', '2022-12-20: In dolores totam voluptatum eos mollitia.', '2023-02-28: Consectetur eligendi perferendis mollitia illo quod iusto facilis harum delectus.', '2023-04-22: Deleniti aliquam aperiam beatae mollitia fugit accusamus.', '2023-07-05: Aliquam doloribus voluptatibus optio atque alias reiciendis velit impedit.', '2023-08-01: Ducimus ut deserunt necessitatibus totam accusantium modi.', '2023-10-16: Consectetur iure natus beatae.', '2023-11-18: Quae nulla dolore saepe tempora enim amet tempora dolorum eum.', '2024-02-15: Eligendi praesentium assumenda necessitatibus dicta quasi dolorum quos deserunt ab a.', '2024-03-16: Totam quisquam hic repudiandae enim fuga.', '2024-04-21: Accusamus alias provident ab vitae velit minus inventore molestias.', '2024-06-26: Ullam saepe similique molestias dolorum.', '2024-09-21: Voluptatem quod non cupiditate reprehenderit ratione aspernatur.']"
1972,77269-12.2010.4.29.5433,da Mata da Paz - EI,Borges S.A.,Cautelar,Direito Penal,601758.49,48568.72,55284.66,403022.25,Recurso Especial,Ativo,2020-09-01,2022-08-01,,,,André Teixeira,Andrade Dias - ME Advogados,TJSP,Campinas,2ª Instância,PA,Iure saepe unde non.,"['2020-10-05: Incidunt quidem est reprehenderit nobis consectetur nemo officia commodi.', '2020-10-25: Similique quasi soluta odio dignissimos dolore doloremque quos eos minus.', '2020-12-25: Iusto corrupti quam dolorem similique perspiciatis eius nemo ipsa suscipit.', '2021-03-01: Quis dignissimos repellendus sapiente iusto quidem dolores sed quidem.', '2021-04-18: Libero sint cupiditate hic sint provident accusantium voluptatibus unde.', '2021-06-15: Hic dolor totam neque cum hic possimus quo.', '2021-09-05: Recusandae aliquam veniam at sit reprehenderit voluptas numquam perspiciatis nulla.', '2021-09-21: Eius accusamus eos voluptatem veritatis inventore ea eaque odit consequuntur.', '2021-10-30: Doloribus impedit debitis ea saepe perferendis animi.', '2021-12-17: Ullam distinctio porro provident ullam distinctio.', '2022-02-02: Pariatur optio autem magnam maxime excepturi.', '2022-02-23: Praesentium id in repellendus accusamus.']"
1973,54655-68.2012.7.46.6973,Agatha Peixoto,Renan Pimenta,Inventário,Direito Administrativo,752596.58,112529.92,82904.64,0.0,Encerrado,Encerrado,2021-05-20,2024-09-16,2025-05-13,1454.0,Procedente,Maria Clara Castro,Andrade Dias - ME Advogados,TJBA,São Paulo,STJ,MA,Aliquid praesentium iusto perferendis magni neque. Natus natus dolores saepe harum.,"['2021-07-09: Ducimus accusantium odit at perferendis odio fuga reprehenderit quasi.', '2021-09-02: Commodi fuga illo perspiciatis laboriosam numquam dolorem a vel.', '2021-11-02: Eaque labore ut itaque laudantium eius nihil quod ut.', '2021-12-21: Ut assumenda sapiente adipisci accusamus tempora reprehenderit voluptates.', '2022-01-16: Quia explicabo perspiciatis accusantium aspernatur dolores quas vitae accusantium.', '2022-02-23: Consequuntur ipsam fugit aut in sed.', '2022-05-16: Eius eveniet eligendi porro dolore saepe dolor qui qui.', '2022-06-26: Iste earum laudantium facilis eum aliquid fugiat.', '2022-07-20: Hic reiciendis dolor quam laborum.', '2022-08-16: Deleniti et aspernatur explicabo voluptates magnam rerum.', '2022-10-27: Explicabo consectetur numquam est illum maiores aut maiores.', '2023-01-23: Nihil culpa dolores distinctio sunt neque optio repudiandae.', '2023-03-15: Possimus magnam quos quasi recusandae molestiae excepturi nisi fugit quis.', '2023-06-12: Facere autem quisquam expedita nostrum natus dolore cum laboriosam distinctio.', '2023-08-03: Blanditiis ipsum dolore assumenda dolor illum ipsum tempore.', '2023-09-21: Provident quia eaque consequatur soluta quae ducimus nisi.']"
1974,27219-23.2022.4.19.6489,da Mata Farias Ltda.,da Cunha Aparecida e Filhos,Inventário,Direito Administrativo,852303.71,81921.61,152849.68,743661.61,Suspenso,Suspenso,2021-12-01,2024-11-24,,,,Ana Beatriz Alves,Casa Grande Advogados,STJ,Florianópolis,2ª Instância,AC,Quis tempore earum distinctio perspiciatis quod mollitia. Rerum in dolorum excepturi in.,"['2022-02-02: Voluptate accusantium quisquam sapiente tempora perspiciatis a dolor.', '2022-03-25: Totam placeat provident quos voluptate amet minus ducimus minima.', '2022-04-17: Architecto repellendus laboriosam incidunt explicabo dolore natus molestias nobis cupiditate.', '2022-06-26: Laboriosam excepturi ducimus in inventore quasi et.', '2022-08-05: Voluptas commodi minus esse aperiam quidem sunt voluptate animi.', '2022-10-28: Rem inventore asperiores accusantium magnam distinctio modi.', '2023-01-21: Officia perferendis quo incidunt molestias aspernatur possimus expedita reprehenderit velit.', '2023-02-26: Voluptatibus minus corrupti eveniet accusantium sit voluptatibus.', '2023-05-16: Et debitis delectus ab laudantium debitis temporibus magnam nisi occaecati.', '2023-06-08: Perferendis corrupti debitis cumque nihil.', '2023-06-24: Totam hic libero alias repudiandae blanditiis cum aperiam.']"
1975,54095-92.2000.6.14.3689,Carolina Cardoso,Dra. Gabriela Silva,Divórcio,Direito Imobiliário,961668.9,68056.58,0.0,786964.17,Suspenso,Suspenso,2024-06-03,2025-06-04,,,,Dr. Gustavo Henrique Rios,Azevedo Advogados,TJDF,Belo Horizonte,2ª Instância,AP,Quaerat cupiditate blanditiis natus libero voluptas. Possimus assumenda cum voluptatibus.,"['2024-08-11: Cupiditate aperiam aspernatur aliquam eaque ea.', '2024-09-23: Facere dignissimos est excepturi sint animi distinctio sunt perspiciatis nobis.', '2024-10-08: Reiciendis vero veritatis modi nisi sint assumenda officiis soluta odit.', '2024-10-29: Eos molestias alias porro aliquam.', '2024-12-20: Labore quisquam possimus occaecati perferendis explicabo.', '2025-01-28: Natus facilis possimus consectetur doloremque molestiae dignissimos nihil.', '2025-03-09: Temporibus magni perferendis cupiditate voluptatem eos aperiam ipsa ipsa cum.', '2025-05-03: Esse iure odit id dolorem autem optio ad doloremque.', '2025-06-04: Doloribus officia ipsam occaecati excepturi.', '2025-06-04: Iste quas voluptatem minima ea.', '2025-06-04: Autem sit magni eaque asperiores amet pariatur.', '2025-06-04: Quam libero voluptatibus natus quibusdam tempora sit debitis vitae.', '2025-06-04: Fugiat quibusdam a iusto inventore sint.', '2025-06-04: Repudiandae at eaque consectetur perferendis placeat doloremque tempore.', '2025-06-04: Sapiente autem tempore minus nesciunt cupiditate.']"
1976,70090-85.2013.6.92.7608,João Miguel Moraes,Pinto S/A,Monitória,Direito Administrativo,690447.27,25770.35,119526.55,0.0,Suspenso,Suspenso,2025-01-18,2025-06-04,,,,Sr. Caleb Garcia,Casa Grande Advogados,TJMG,Salvador,TST,BA,Repudiandae doloremque beatae repellat et officia sequi. Hic fugit repellendus sunt error exercitationem.,"['2025-02-14: Dolorem deserunt quibusdam optio libero rem explicabo aspernatur nesciunt id.', '2025-04-20: Earum hic animi fuga nam perspiciatis facere incidunt aperiam.', '2025-05-20: Corrupti a nobis explicabo natus deleniti perspiciatis hic sunt laborum.', '2025-06-04: Voluptate perspiciatis incidunt veritatis quidem.', '2025-06-04: Beatae impedit fuga deleniti eaque perspiciatis.']"
1977,64548-87.2015.6.60.7586,Letícia Marques,Ayla Sá,Mandado de Segurança,Direito Empresarial,115446.52,3026.06,18941.5,64261.78,Encerrado,Encerrado,2022-07-01,2025-06-04,2025-05-06,1040.0,Parcialmente Procedente,Yago Leão,Rezende Monteiro - ME Advogados,TJBA,Salvador,TST,MT,Sapiente ipsum nihil labore modi corrupti.,"['2022-09-06: Dolorem mollitia distinctio rerum corporis officiis.', '2022-10-10: Animi omnis odio assumenda animi eveniet accusantium.', '2022-11-23: Mollitia officia debitis minima alias modi nulla eum tenetur.', '2023-01-16: Enim eius sequi nulla reiciendis nisi quis iure.', '2023-03-08: Sint culpa voluptatibus ab perspiciatis.', '2023-04-17: Veritatis vitae suscipit quisquam consequuntur animi aspernatur debitis sint ratione.', '2023-06-25: Impedit magnam dolores ex amet sint.', '2023-08-01: Rerum maiores quos corrupti dignissimos sed fugiat.', '2023-10-19: Repellat sit ducimus iste deleniti aspernatur doloribus minima.', '2023-12-13: Quisquam tempora magnam iure laboriosam ratione.', '2024-01-07: Fugiat cumque voluptatem numquam vel odio odit ipsa.', '2024-03-06: Velit magni alias eaque pariatur dolorum.', '2024-05-13: Odit cupiditate cum maxime doloremque.', '2024-06-20: Ex fugit ex nobis rem quia reprehenderit.', '2024-09-10: Cumque aperiam repellendus labore facere dignissimos saepe accusamus nemo sed.', '2024-10-21: Nobis ex ea quam rem voluptatum natus maxime velit.', '2025-01-07: Quo odit odio praesentium quaerat nam corporis ratione accusantium enim impedit.', '2025-02-27: Sint maxime officiis iste natus tempore tenetur itaque eos molestiae.', '2025-05-09: Quisquam tempora qui asperiores fuga doloribus saepe consequatur adipisci.', '2025-06-04: Cum nemo earum numquam consequatur eos ea.', '2025-06-04: Inventore ex dolore neque illum harum laboriosam.', '2025-06-04: Ad quaerat atque quia omnis aliquam enim eius.', '2025-06-04: Suscipit autem repellendus nemo consequatur.']"
1978,38286-28.2005.7.95.1914,Hadassa Nogueira,Rafael Abreu,Inventário,Direito Penal,215504.55,24677.76,19606.93,0.0,Sentença,Ativo,2022-12-30,2024-12-26,,,,Luiz Henrique Ferreira,Casa Grande Advogados,TJDF,Vitória,1ª Instância,MS,Perferendis incidunt libero quo eos omnis. Temporibus recusandae eaque numquam.,"['2023-03-01: Sequi corporis iure commodi magnam dolores quia harum.', '2023-04-24: Quia voluptatem sequi culpa esse.', '2023-07-17: Vitae voluptate animi cupiditate necessitatibus quia nesciunt.', '2023-08-08: A minus mollitia soluta culpa hic ipsa.', '2023-10-12: Blanditiis voluptate omnis laborum voluptatum in optio.', '2023-11-09: Unde tempora quas molestiae placeat laborum amet.', '2024-01-28: Quo ullam aspernatur quibusdam accusamus ex itaque.', '2024-03-22: Distinctio corporis molestiae ducimus aliquam iusto nobis ut.', '2024-05-24: Iste reprehenderit at tempore optio dolores alias voluptates.', '2024-07-16: Voluptatum enim ad facilis molestias quod voluptate assumenda.', '2024-10-09: Modi dolorum totam porro laboriosam autem voluptate quod esse dolores.', '2024-12-26: Recusandae velit quaerat dolorem qui.']"
1979,59335-00.2023.6.58.7410,Miguel Cardoso,da Costa Castro S.A.,Falência,Direito Civil,131145.49,15633.98,10324.95,78336.79,Encerrado,Encerrado,2023-11-08,2025-06-04,2024-08-02,268.0,Recurso Provido,Amanda Novais,Rezende Monteiro - ME Advogados,TJMG,Ribeirão Preto,2ª Instância,MA,Incidunt repellendus dolore ab suscipit. Voluptate nobis molestiae ducimus.,"['2024-01-11: Alias quos non velit voluptas explicabo commodi est praesentium.', '2024-03-09: Asperiores ut pariatur nobis doloremque veritatis error alias nesciunt adipisci.', '2024-05-18: Asperiores vitae odit tempore in dolores qui quae et nobis.', '2024-07-25: Architecto nulla dolore illo a eligendi in laudantium placeat.', '2024-10-06: Earum illo distinctio sint nesciunt.', '2024-11-19: Vitae illum tenetur recusandae accusamus nam sapiente.', '2024-12-11: Eveniet inventore eligendi ipsum ipsa.', '2025-02-12: Ex dolore sint reiciendis numquam quasi.', '2025-03-04: Ipsam exercitationem voluptatem tempora fuga quaerat enim velit.', '2025-05-20: Sapiente a tempore debitis delectus corporis distinctio atque quisquam.', '2025-06-04: Quo libero ipsam atque aliquid ea.', '2025-06-04: Dolorem debitis autem ut dolores.', '2025-06-04: Perferendis porro eos quibusdam omnis aperiam sint.', '2025-06-04: Explicabo id explicabo culpa consequuntur aut ipsum quis dolores.', '2025-06-04: Dignissimos quibusdam repellendus voluptatem eius exercitationem doloribus sed.', '2025-06-04: Neque ipsum assumenda repellendus similique deleniti illo repudiandae repellat iste distinctio.', '2025-06-04: Quibusdam soluta et nam sint nulla quas dolorum aliquid tenetur id.', '2025-06-04: Distinctio temporibus nisi blanditiis sit nostrum minus vitae dolorem.']"
1980,64019-09.2006.8.90.8085,Luiz Henrique Costela,Danilo Caldeira,Recuperação Judicial,Direito do Consumidor,158637.29,4029.9,31442.85,40709.51,Suspenso,Suspenso,2024-04-07,2025-06-04,,,,Bruno da Conceição,Martins Garcia Ltda. Advogados,STJ,Curitiba,1ª Instância,CE,Laboriosam repudiandae libero odit sed.,"['2024-05-14: Magnam aliquam nesciunt perspiciatis magni iste illo.', '2024-07-02: Consequuntur unde reiciendis inventore sunt odit molestiae voluptatibus omnis unde.', '2024-08-19: Ab quis illo culpa minima debitis laudantium placeat.', '2024-09-14: Quia harum consectetur asperiores adipisci accusantium provident.', '2024-11-26: Rerum sed voluptas est corporis blanditiis sequi.', '2025-02-04: Nostrum repellat autem deleniti facilis.', '2025-03-25: Qui eos deleniti culpa odio saepe dolorum necessitatibus porro.', '2025-06-04: Excepturi quo eius est labore.']"
